student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility
15778.0,19,female,general,madhya pradesh,arts,cet,193,67.67,4,0.33,rejected,no
15779.0,18,male,general,himachal pradesh,management,none,0,83.33,3,0.296,rejected,no
15780.0,19,female,ews,odisha,medical,neet,375,88.98,8,0.68,rejected,no
15781.0,17,female,ews,tripura,science,none,0,62.27,9,0.252,rejected,no
15782.0,19,female,general,kerala,nursing,cet,93,78.8,1,0.289,rejected,no
15783.0,18,male,sc,odisha,architecture,cet,131,96.93,0,0.429,rejected,no
15784.0,20,other,ews,manipur,arts,cet,69,87.72,5,0.411,rejected,no
15785.0,18,female,st,odisha,nursing,cet,141,51.51,9,0.269,rejected,no
15786.0,17,male,general,kerala,science,none,0,71.05,7,0.279,admitted,no
15787.0,19,female,sc,gujarat,architecture,cet,174,66.98,7,0.367,rejected,no
15788.0,17,female,ews,meghalaya,science,none,0,94.22,0,0.321,admitted,yes
15789.0,20,male,obc,karnataka,management,cet,164,71.82,10,0.45,admitted,yes
15790.0,18,other,sc,arunachal pradesh,law,none,0,55.31,5,0.129,rejected,no
15791.0,20,female,obc,punjab,medical,neet,203,83.12,8,0.522,rejected,no
15792.0,19,other,general,manipur,pharmacy,cet,97,97.94,1,0.431,rejected,no
15793.0,18,other,ews,meghalaya,law,none,0,79.0,10,0.392,admitted,yes
15794.0,19,male,obc,maharashtra,management,none,0,56.67,1,0.066,rejected,no
15795.0,17,male,sc,telangana,agriculture,none,0,93.11,5,0.403,rejected,no
15796.0,17,other,obc,chhattisgarh,computer applications,none,0,63.41,2,0.133,rejected,no
15797.0,20,female,st,assam,commerce,cet,145,60.24,5,0.262,rejected,no
15798.0,20,male,st,maharashtra,management,none,0,92.36,10,0.489,rejected,no
15799.0,20,male,sc,tamil nadu,pharmacy,cet,14,87.23,0,0.279,rejected,no
15800.0,18,female,general,madhya pradesh,law,cet,137,93.4,3,0.461,admitted,yes
15801.0,18,female,obc,karnataka,science,none,0,83.54,4,0.316,admitted,no
15802.0,18,male,obc,meghalaya,pharmacy,cet,98,85.6,9,0.487,rejected,no
15803.0,19,male,st,himachal pradesh,arts,none,0,68.33,0,0.133,rejected,no
15804.0,19,female,st,manipur,nursing,cet,126,57.93,10,0.323,rejected,no
15805.0,20,female,general,uttar pradesh,law,none,0,54.81,10,0.216,rejected,no
15806.0,20,male,st,karnataka,law,none,0,61.4,4,0.155,rejected,no
15807.0,18,male,sc,madhya pradesh,engineering,jee,99,55.28,8,0.25,admitted,yes
15808.0,19,male,sc,rajasthan,commerce,none,0,91.05,10,0.479,rejected,no
15809.0,19,female,ews,nagaland,nursing,cet,32,76.97,3,0.271,rejected,no
15810.0,20,male,general,jharkhand,architecture,cet,31,73.52,9,0.355,rejected,no
15811.0,18,male,st,maharashtra,management,none,0,68.93,6,0.246,rejected,no
15812.0,17,other,sc,madhya pradesh,management,none,0,87.24,5,0.361,rejected,no
15813.0,18,other,obc,karnataka,law,cet,35,52.8,5,0.134,admitted,no
15814.0,19,female,obc,kerala,nursing,cet,188,55.52,9,0.33,admitted,yes
15815.0,20,male,general,andhra pradesh,commerce,cet,77,97.16,1,0.412,admitted,yes
15816.0,20,other,st,madhya pradesh,arts,cet,25,56.26,5,0.153,rejected,no
15817.0,17,other,st,himachal pradesh,management,cet,108,60.33,9,0.311,admitted,yes
15818.0,19,other,obc,rajasthan,pharmacy,cet,186,56.78,1,0.192,rejected,no
15819.0,17,male,obc,mizoram,arts,cet,72,56.47,8,0.24,rejected,no
15820.0,18,female,ews,odisha,architecture,none,0,85.88,10,0.442,admitted,yes
15821.0,20,other,st,gujarat,computer applications,none,0,90.04,1,0.308,rejected,no
15822.0,20,male,sc,arunachal pradesh,management,cet,61,80.29,2,0.297,rejected,no
15823.0,17,male,general,jharkhand,law,none,0,70.36,7,0.274,rejected,no
15824.0,17,male,sc,madhya pradesh,engineering,cet,146,61.87,8,0.329,rejected,no
15825.0,19,female,obc,kerala,computer applications,none,0,55.99,4,0.116,rejected,no
15826.0,18,female,ews,bihar,agriculture,cet,134,81.47,0,0.318,rejected,no
15827.0,18,male,general,goa,management,none,0,85.3,2,0.292,rejected,no
15828.0,20,other,ews,odisha,science,cet,55,95.05,1,0.382,admitted,yes
15829.0,20,female,ews,telangana,agriculture,none,0,77.04,9,0.359,rejected,no
15830.0,20,male,st,uttar pradesh,science,none,0,64.98,4,0.181,rejected,no
15831.0,20,other,sc,maharashtra,agriculture,cet,0,61.88,8,0.231,rejected,no
15832.0,20,other,sc,mizoram,management,cet,121,82.65,7,0.445,admitted,no
15833.0,19,male,ews,meghalaya,pharmacy,cet,184,50.76,9,0.292,admitted,yes
15834.0,20,other,ews,jharkhand,science,none,0,82.32,5,0.325,admitted,no
15835.0,19,male,ews,himachal pradesh,law,none,0,97.33,7,0.47,admitted,yes
15836.0,17,other,general,arunachal pradesh,medical,neet,176,97.24,7,0.588,rejected,no
15837.0,20,female,sc,andhra pradesh,management,none,0,78.24,3,0.259,rejected,no
15838.0,20,male,st,himachal pradesh,nursing,cet,87,73.28,5,0.318,admitted,no
15839.0,18,male,general,jharkhand,computer applications,none,0,63.36,8,0.242,rejected,no
15840.0,18,other,st,maharashtra,architecture,cet,88,65.26,4,0.242,rejected,no
15841.0,19,female,obc,uttar pradesh,nursing,cet,93,66.14,10,0.361,admitted,yes
15842.0,19,female,sc,tamil nadu,nursing,none,0,81.81,9,0.394,rejected,no
15843.0,19,other,ews,goa,nursing,none,0,57.86,4,0.129,rejected,no
15844.0,18,female,ews,maharashtra,engineering,cet,85,55.47,0,0.097,rejected,no
15845.0,20,male,obc,manipur,nursing,cet,87,95.87,4,0.464,rejected,no
15846.0,20,other,st,uttar pradesh,engineering,cet,101,62.47,8,0.303,admitted,yes
15847.0,20,female,general,karnataka,arts,cet,191,77.61,3,0.383,rejected,no
15848.0,19,male,st,jharkhand,commerce,none,0,55.02,8,0.181,rejected,no
15849.0,17,other,general,punjab,agriculture,cet,150,62.91,9,0.358,admitted,yes
15850.0,20,other,ews,andhra pradesh,engineering,jee,55,74.19,3,0.267,admitted,no
15851.0,17,male,obc,assam,nursing,cet,68,67.61,0,0.173,rejected,no
15852.0,17,female,st,mizoram,law,cet,167,59.72,0,0.183,rejected,no
15853.0,18,other,st,himachal pradesh,engineering,cet,128,73.67,2,0.294,rejected,no
15854.0,17,other,obc,goa,nursing,cet,97,58.37,3,0.18,rejected,no
15855.0,19,male,ews,sikkim,engineering,jee,269,58.78,9,0.408,rejected,no
15856.0,18,other,general,gujarat,arts,cet,95,75.19,7,0.373,rejected,no
15857.0,17,male,ews,andhra pradesh,commerce,cet,62,66.71,8,0.308,rejected,no
15858.0,17,female,sc,andhra pradesh,management,none,0,80.63,9,0.385,rejected,no
15859.0,17,female,sc,telangana,science,none,0,66.05,7,0.243,rejected,no
15860.0,19,male,obc,maharashtra,architecture,cet,144,68.16,2,0.265,rejected,no
15861.0,20,other,general,andhra pradesh,medical,neet,370,65.71,1,0.381,rejected,no
15862.0,18,male,st,gujarat,engineering,cet,29,81.19,0,0.246,rejected,no
15863.0,17,other,st,himachal pradesh,engineering,jee,90,65.61,1,0.192,rejected,no
15864.0,19,other,ews,uttar pradesh,science,none,0,90.44,4,0.366,rejected,no
15865.0,20,female,ews,manipur,law,none,0,75.19,1,0.201,rejected,no
15866.0,17,female,obc,sikkim,architecture,cet,167,70.47,9,0.424,admitted,yes
15867.0,20,male,sc,kerala,architecture,cet,166,53.14,9,0.297,admitted,yes
15868.0,17,other,ews,odisha,medical,neet,524,83.74,1,0.615,rejected,no
15869.0,18,other,sc,andhra pradesh,arts,none,0,89.79,1,0.307,rejected,no
15870.0,19,female,st,jharkhand,law,none,0,95.18,0,0.328,rejected,no
15871.0,17,male,st,kerala,arts,none,0,65.32,5,0.202,rejected,no
15872.0,18,female,ews,arunachal pradesh,management,cet,58,74.08,9,0.377,rejected,no
15873.0,17,other,obc,gujarat,law,cet,33,75.9,6,0.319,admitted,no
15874.0,17,other,general,nagaland,arts,none,0,71.42,9,0.318,admitted,yes
15875.0,20,male,ews,nagaland,science,none,0,58.18,6,0.168,rejected,no
15876.0,17,other,sc,andhra pradesh,commerce,none,0,90.15,3,0.346,rejected,no
15877.0,17,male,general,gujarat,computer applications,none,0,71.56,2,0.192,rejected,no
15878.0,17,female,st,kerala,management,cet,197,97.63,10,0.66,admitted,yes
15879.0,17,female,ews,haryana,law,cet,102,89.82,1,0.376,rejected,no
15880.0,19,male,st,arunachal pradesh,law,none,0,55.02,4,0.109,rejected,no
15881.0,20,male,obc,andhra pradesh,commerce,cet,13,87.95,10,0.465,rejected,no
15882.0,17,other,ews,manipur,pharmacy,none,0,54.22,5,0.121,rejected,no
15883.0,19,female,general,jharkhand,agriculture,cet,176,66.24,5,0.327,admitted,no
15884.0,18,other,ews,manipur,science,none,0,75.02,10,0.363,admitted,yes
15885.0,17,female,general,odisha,architecture,none,0,57.01,10,0.232,admitted,yes
15886.0,19,female,obc,maharashtra,computer applications,none,0,97.52,5,0.435,rejected,no
15887.0,17,male,obc,manipur,engineering,cet,178,51.75,4,0.205,admitted,no
15888.0,19,female,sc,odisha,architecture,cet,94,97.39,9,0.57,rejected,no
15889.0,19,other,general,chhattisgarh,architecture,cet,160,53.78,1,0.153,rejected,no
15890.0,19,male,st,goa,nursing,cet,174,70.23,3,0.318,rejected,no
15891.0,17,female,general,odisha,arts,none,0,62.46,9,0.253,rejected,no
15892.0,18,female,general,gujarat,computer applications,none,0,89.54,3,0.341,rejected,no
15893.0,19,other,general,tamil nadu,engineering,jee,46,97.69,9,0.54,rejected,no
15894.0,20,male,ews,karnataka,architecture,cet,116,72.93,1,0.262,rejected,no
15895.0,17,male,general,assam,commerce,none,0,77.94,5,0.293,rejected,no
15896.0,18,male,st,odisha,architecture,cet,133,94.96,8,0.561,rejected,no
15897.0,20,male,st,kerala,architecture,cet,199,64.89,2,0.278,rejected,no
15898.0,18,other,ews,bihar,commerce,cet,7,88.37,4,0.355,admitted,yes
15899.0,18,male,sc,goa,agriculture,none,0,50.72,9,0.168,rejected,no
15900.0,20,female,ews,telangana,law,none,0,56.71,4,0.121,rejected,no
15901.0,20,male,sc,kerala,commerce,none,0,81.48,0,0.228,admitted,no
15902.0,19,other,general,gujarat,management,none,0,71.97,6,0.268,rejected,no
15903.0,19,female,ews,manipur,pharmacy,cet,25,60.15,5,0.181,rejected,no
15904.0,19,female,sc,bihar,pharmacy,cet,10,61.2,9,0.251,rejected,no
15905.0,18,other,general,karnataka,medical,neet,634,53.32,7,0.598,admitted,no
15906.0,20,male,st,meghalaya,nursing,none,0,56.96,3,0.105,rejected,no
15907.0,17,other,obc,tripura,arts,cet,113,89.54,2,0.399,admitted,yes
15908.0,17,female,ews,haryana,pharmacy,none,0,98.59,9,0.516,admitted,yes
15909.0,19,female,general,sikkim,medical,neet,203,56.91,10,0.368,rejected,no
15910.0,20,male,st,karnataka,engineering,jee,176,67.77,7,0.374,admitted,no
15911.0,20,male,ews,telangana,management,cet,51,64.25,3,0.192,rejected,no
15912.0,19,other,general,arunachal pradesh,medical,neet,223,89.48,6,0.545,admitted,yes
15913.0,18,other,sc,bihar,management,cet,25,94.16,4,0.41,rejected,no
15914.0,18,other,st,madhya pradesh,engineering,jee,261,57.6,5,0.321,rejected,no
15915.0,18,male,ews,rajasthan,commerce,none,0,64.82,10,0.289,rejected,no
15916.0,18,other,obc,haryana,agriculture,none,0,89.79,7,0.416,rejected,no
15917.0,18,male,sc,bihar,pharmacy,cet,122,91.45,6,0.492,admitted,yes
15918.0,17,other,sc,chhattisgarh,commerce,none,0,84.69,7,0.379,rejected,no
15919.0,18,female,obc,haryana,medical,neet,435,75.22,1,0.494,rejected,no
15920.0,20,other,ews,karnataka,agriculture,none,0,54.15,2,0.066,rejected,no
15921.0,19,male,st,manipur,pharmacy,cet,64,91.36,3,0.397,rejected,no
15922.0,17,other,general,rajasthan,law,none,0,65.56,2,0.149,rejected,no
15923.0,18,female,ews,bihar,computer applications,none,0,87.37,7,0.398,rejected,no
15924.0,18,female,general,punjab,nursing,cet,128,83.48,4,0.401,rejected,no
15925.0,18,female,ews,uttar pradesh,management,none,0,97.87,10,0.529,rejected,no
15926.0,19,other,sc,jharkhand,law,cet,171,62.52,7,0.333,rejected,no
15927.0,20,female,st,goa,architecture,cet,121,69.46,4,0.295,rejected,no
15928.0,19,female,ews,uttar pradesh,agriculture,none,0,77.9,9,0.366,rejected,no
15929.0,18,female,ews,telangana,commerce,none,0,62.9,2,0.13,rejected,no
15930.0,17,male,general,bihar,management,none,0,99.53,3,0.417,rejected,no
15931.0,17,other,sc,sikkim,pharmacy,none,0,66.52,7,0.247,admitted,no
15932.0,20,other,general,tamil nadu,commerce,none,0,84.5,1,0.268,rejected,no
15933.0,19,female,st,haryana,science,none,0,50.44,0,0.04199000000000001,rejected,no
15934.0,19,other,sc,uttar pradesh,pharmacy,cet,169,75.48,3,0.353,admitted,no
15935.0,19,male,ews,chhattisgarh,science,none,0,50.67,9,0.168,rejected,no
15936.0,20,male,st,manipur,commerce,none,0,90.59,8,0.44,admitted,yes
15937.0,20,other,sc,odisha,arts,none,0,71.17,10,0.335,rejected,no
15938.0,17,other,general,arunachal pradesh,science,cet,80,76.66,5,0.338,rejected,no
15939.0,18,other,obc,telangana,commerce,none,0,76.78,5,0.285,rejected,no
15940.0,17,male,ews,telangana,commerce,none,0,56.7,1,0.066,rejected,no
15941.0,18,female,general,jharkhand,engineering,cet,155,54.36,5,0.226,rejected,no
15942.0,19,other,ews,kerala,commerce,none,0,80.85,3,0.278,rejected,no
15943.0,17,male,st,jharkhand,architecture,cet,13,69.15,5,0.238,rejected,no
15944.0,17,other,sc,chhattisgarh,law,none,0,65.87,5,0.206,rejected,no
15945.0,18,other,sc,tamil nadu,arts,none,0,97.11,8,0.487,admitted,yes
15946.0,19,male,general,telangana,architecture,cet,157,55.31,10,0.325,rejected,no
15947.0,19,female,obc,manipur,science,none,0,63.33,6,0.205,rejected,no
15948.0,17,other,sc,kerala,nursing,cet,112,73.17,10,0.425,rejected,no
15949.0,17,other,sc,nagaland,engineering,jee,82,52.18,10,0.252,rejected,no
15950.0,20,other,obc,madhya pradesh,law,none,0,75.66,4,0.258,rejected,no
15951.0,19,other,ews,punjab,computer applications,none,0,88.2,3,0.331,rejected,no
15952.0,20,other,sc,manipur,computer applications,none,0,86.73,10,0.448,admitted,yes
15953.0,20,other,obc,chhattisgarh,law,none,0,76.89,7,0.322,rejected,no
15954.0,20,other,st,telangana,law,cet,164,98.37,2,0.497,admitted,yes
15955.0,19,male,general,kerala,agriculture,none,0,52.15,8,0.16,rejected,no
15956.0,20,female,general,maharashtra,law,none,0,94.58,9,0.487,rejected,no
15957.0,18,female,obc,nagaland,engineering,jee,180,68.22,5,0.344,rejected,no
15958.0,20,female,general,telangana,arts,none,0,77.75,9,0.364,rejected,no
15959.0,18,male,obc,karnataka,engineering,jee,271,57.33,9,0.399,rejected,no
15960.0,18,other,general,chhattisgarh,agriculture,cet,141,66.18,6,0.321,rejected,no
15961.0,19,other,st,assam,science,none,0,74.92,2,0.217,rejected,no
15962.0,18,female,general,mizoram,medical,neet,97,61.64,8,0.295,rejected,no
15963.0,17,other,obc,karnataka,architecture,none,0,65.8,7,0.241,rejected,no
15964.0,20,male,obc,maharashtra,commerce,none,0,57.98,8,0.203,rejected,no
15965.0,18,other,sc,tamil nadu,management,none,0,54.0,0,0.04199000000000001,rejected,no
15966.0,20,male,sc,himachal pradesh,management,none,0,75.2,10,0.364,rejected,no
15967.0,18,other,st,mizoram,pharmacy,cet,196,97.62,9,0.641,admitted,yes
15968.0,20,female,st,goa,commerce,cet,146,80.16,0,0.317,rejected,no
15969.0,19,female,obc,odisha,commerce,none,0,53.54,9,0.189,rejected,no
15970.0,20,other,general,arunachal pradesh,engineering,cet,170,80.56,3,0.39,admitted,no
15971.0,20,male,ews,goa,agriculture,none,0,59.73,10,0.252,rejected,no
15972.0,17,other,obc,gujarat,science,none,0,80.5,2,0.257,rejected,no
15973.0,20,female,sc,chhattisgarh,law,none,0,56.71,2,0.085,rejected,no
15974.0,20,other,ews,nagaland,engineering,jee,63,68.49,0,0.176,rejected,no
15975.0,19,female,st,karnataka,pharmacy,cet,133,78.88,7,0.426,rejected,no
15976.0,20,male,sc,haryana,commerce,none,0,55.08,10,0.218,admitted,yes
15977.0,20,female,obc,gujarat,pharmacy,cet,41,84.58,3,0.333,rejected,no
15978.0,19,female,ews,odisha,commerce,none,0,64.7,2,0.143,rejected,no
15979.0,18,other,general,manipur,computer applications,none,0,67.62,9,0.291,rejected,no
15980.0,20,female,sc,tamil nadu,nursing,cet,128,86.02,4,0.42,rejected,no
15981.0,17,female,obc,maharashtra,architecture,cet,12,65.74,5,0.213,admitted,no
15982.0,19,male,general,odisha,computer applications,none,0,50.87,3,0.06,rejected,no
15983.0,20,male,obc,telangana,law,cet,12,54.17,9,0.201,admitted,yes
15984.0,20,female,general,rajasthan,medical,neet,634,94.55,10,0.7310099999999984,admitted,yes
15985.0,18,female,general,punjab,arts,none,0,82.75,10,0.419,rejected,no
15986.0,17,female,st,manipur,medical,neet,86,79.7,10,0.455,admitted,yes
15987.0,18,male,st,tamil nadu,engineering,cet,149,91.72,5,0.494,rejected,no
15988.0,20,other,ews,tripura,nursing,cet,138,99.01,3,0.503,rejected,no
15989.0,19,other,general,bihar,law,none,0,74.48,5,0.268,rejected,no
15990.0,17,male,sc,punjab,management,none,0,89.39,10,0.467,admitted,yes
15991.0,17,male,st,andhra pradesh,law,none,0,57.49,10,0.235,rejected,no
15992.0,18,other,sc,himachal pradesh,architecture,cet,67,68.68,3,0.235,rejected,no
15993.0,18,other,general,sikkim,commerce,none,0,71.73,6,0.266,rejected,no
15994.0,17,other,sc,odisha,architecture,cet,7,67.67,9,0.296,rejected,no
15995.0,18,female,general,meghalaya,pharmacy,none,0,68.59,10,0.316,rejected,no
15996.0,18,other,general,nagaland,medical,neet,615,69.91,9,0.722,rejected,no
15997.0,17,other,st,chhattisgarh,pharmacy,cet,121,82.01,8,0.459,rejected,no
15998.0,17,male,general,punjab,commerce,none,0,50.44,4,0.073,rejected,no
15999.0,19,female,obc,assam,pharmacy,cet,29,67.04,0,0.143,rejected,no
16000.0,20,male,ews,himachal pradesh,law,cet,112,84.05,2,0.359,rejected,no
16001.0,20,other,ews,assam,commerce,cet,68,79.54,3,0.314,admitted,no
16002.0,19,other,general,maharashtra,law,cet,121,72.14,2,0.278,rejected,no
16003.0,17,male,sc,tamil nadu,engineering,cet,9,58.07,7,0.191,rejected,no
16004.0,20,male,obc,tamil nadu,nursing,cet,48,71.72,5,0.28,rejected,no
16005.0,20,male,st,andhra pradesh,pharmacy,cet,87,84.64,10,0.491,admitted,yes
16006.0,18,male,st,uttar pradesh,engineering,jee,274,78.53,7,0.518,rejected,no
16007.0,18,male,general,goa,medical,neet,183,61.77,10,0.39,admitted,yes
16008.0,17,other,sc,jharkhand,engineering,cet,36,72.51,10,0.369,rejected,no
16009.0,20,female,obc,haryana,commerce,none,0,70.49,10,0.33,rejected,no
16010.0,20,other,ews,madhya pradesh,agriculture,cet,197,54.19,4,0.235,rejected,no
16011.0,17,female,obc,andhra pradesh,management,none,0,55.81,1,0.06,admitted,no
16012.0,19,other,general,himachal pradesh,agriculture,cet,101,59.75,4,0.211,rejected,no
16013.0,18,other,st,haryana,law,none,0,95.89,8,0.478,admitted,yes
16014.0,19,male,ews,odisha,commerce,none,0,85.61,1,0.276,rejected,no
16015.0,17,male,ews,tamil nadu,arts,none,0,61.26,0,0.081,rejected,no
16016.0,20,female,general,arunachal pradesh,commerce,none,0,96.7,5,0.429,admitted,yes
16017.0,18,female,st,karnataka,agriculture,none,0,86.11,5,0.353,rejected,no
16018.0,20,other,obc,tripura,architecture,cet,37,84.31,1,0.292,admitted,no
16019.0,17,male,general,tripura,computer applications,none,0,98.77,10,0.535,rejected,no
16020.0,19,male,sc,manipur,science,none,0,72.18,1,0.179,rejected,no
16021.0,18,female,ews,punjab,agriculture,cet,12,76.19,8,0.343,rejected,no
16022.0,20,male,ews,haryana,agriculture,none,0,83.98,8,0.392,admitted,yes
16023.0,19,other,st,rajasthan,architecture,cet,34,96.56,6,0.469,admitted,yes
16024.0,19,male,sc,andhra pradesh,commerce,cet,64,93.68,5,0.451,rejected,no
16025.0,17,other,sc,maharashtra,architecture,cet,9,83.78,5,0.342,rejected,no
16026.0,19,female,obc,manipur,engineering,cet,24,93.62,8,0.478,admitted,yes
16027.0,17,other,general,chhattisgarh,science,none,0,67.29,8,0.27,admitted,yes
16028.0,18,male,sc,meghalaya,pharmacy,cet,100,76.49,0,0.259,admitted,no
16029.0,17,other,general,tripura,nursing,cet,171,88.18,1,0.41,rejected,no
16030.0,17,other,general,odisha,management,cet,15,51.35,1,0.04199000000000001,rejected,no
16031.0,19,female,st,bihar,science,none,0,88.37,3,0.333,rejected,no
16032.0,17,male,ews,maharashtra,nursing,none,0,79.38,2,0.249,rejected,no
16033.0,19,male,st,odisha,law,none,0,84.83,10,0.434,admitted,yes
16034.0,20,male,ews,maharashtra,architecture,none,0,93.69,6,0.426,rejected,no
16035.0,17,female,sc,bihar,computer applications,cet,145,72.49,0,0.26,rejected,no
16036.0,19,other,st,haryana,medical,neet,549,63.17,10,0.646,admitted,yes
16037.0,18,female,obc,kerala,science,none,0,98.18,10,0.531,admitted,yes
16038.0,18,other,sc,goa,architecture,cet,179,96.1,5,0.546,admitted,yes
16039.0,19,other,general,kerala,law,none,0,68.48,8,0.279,rejected,no
16040.0,19,other,st,gujarat,medical,neet,300,52.01,1,0.234,rejected,no
16041.0,19,other,sc,bihar,medical,neet,563,68.65,5,0.605,admitted,no
16042.0,17,other,sc,jharkhand,science,cet,198,55.61,2,0.21,rejected,no
16043.0,19,other,ews,andhra pradesh,law,none,0,50.59,8,0.149,rejected,no
16044.0,18,male,general,rajasthan,commerce,cet,131,73.65,0,0.259,admitted,no
16045.0,18,female,sc,arunachal pradesh,agriculture,cet,14,63.43,8,0.252,rejected,no
16046.0,20,female,obc,bihar,engineering,jee,115,73.75,4,0.322,rejected,no
16047.0,17,other,st,haryana,law,none,0,76.32,2,0.227,rejected,no
16048.0,18,male,st,mizoram,arts,none,0,79.85,7,0.343,rejected,no
16049.0,18,other,st,kerala,medical,neet,319,58.8,7,0.405,admitted,no
16050.0,17,female,ews,andhra pradesh,computer applications,none,0,81.63,2,0.266,rejected,no
16051.0,20,other,obc,himachal pradesh,computer applications,none,0,89.29,0,0.285,rejected,no
16052.0,18,other,obc,arunachal pradesh,engineering,jee,207,77.37,7,0.465,admitted,no
16053.0,19,female,obc,kerala,pharmacy,cet,194,97.47,6,0.584,admitted,yes
16054.0,18,other,ews,haryana,law,none,0,75.2,4,0.255,rejected,no
16055.0,20,male,sc,telangana,engineering,cet,12,99.53,0,0.369,rejected,no
16056.0,19,male,st,jharkhand,science,none,0,76.79,5,0.285,rejected,no
16057.0,18,female,obc,meghalaya,arts,none,0,90.57,2,0.33,rejected,no
16058.0,20,female,ews,chhattisgarh,pharmacy,none,0,96.39,10,0.518,admitted,yes
16059.0,20,male,sc,madhya pradesh,law,none,0,58.44,6,0.17,admitted,no
16060.0,19,other,ews,telangana,law,none,0,88.93,8,0.427,admitted,yes
16061.0,17,male,sc,andhra pradesh,management,cet,86,91.16,10,0.538,rejected,no
16062.0,19,female,general,haryana,medical,neet,590,59.29,4,0.537,rejected,no
16063.0,19,male,obc,jharkhand,engineering,jee,104,72.82,1,0.253,rejected,no
16064.0,18,male,sc,madhya pradesh,agriculture,cet,185,88.16,3,0.456,rejected,no
16065.0,17,male,general,karnataka,science,none,0,55.26,10,0.219,rejected,no
16066.0,19,female,st,uttar pradesh,pharmacy,cet,27,63.74,9,0.281,rejected,no
16067.0,20,other,obc,bihar,engineering,cet,67,58.23,2,0.141,admitted,no
16068.0,18,male,ews,gujarat,nursing,cet,121,63.76,3,0.235,rejected,no
16069.0,18,other,ews,madhya pradesh,management,none,0,75.44,0,0.184,rejected,no
16070.0,17,female,general,mizoram,nursing,cet,124,58.52,2,0.181,rejected,no
16071.0,19,other,obc,assam,nursing,cet,62,61.28,8,0.268,rejected,no
16072.0,20,female,st,punjab,commerce,none,0,60.13,5,0.164,rejected,no
16073.0,20,female,ews,maharashtra,arts,none,0,95.3,7,0.456,rejected,no
16074.0,18,female,ews,haryana,agriculture,cet,165,69.24,5,0.341,admitted,no
16075.0,17,other,general,jharkhand,pharmacy,cet,114,72.41,6,0.348,rejected,no
16076.0,18,female,obc,arunachal pradesh,management,none,0,55.81,3,0.096,rejected,no
16077.0,20,other,general,nagaland,law,cet,94,78.8,10,0.453,rejected,no
16078.0,17,female,obc,rajasthan,law,none,0,59.42,3,0.122,rejected,no
16079.0,17,male,st,uttar pradesh,arts,cet,184,77.83,1,0.344,admitted,no
16080.0,20,male,obc,haryana,computer applications,none,0,77.15,8,0.342,rejected,no
16081.0,19,female,st,haryana,law,none,0,76.19,1,0.208,rejected,no
16082.0,17,male,obc,himachal pradesh,law,none,0,71.89,10,0.34,admitted,yes
16083.0,17,male,sc,bihar,pharmacy,none,0,57.57,8,0.2,admitted,yes
16084.0,18,female,sc,karnataka,law,none,0,67.54,0,0.127,rejected,no
16085.0,19,male,obc,bihar,science,none,0,68.67,8,0.28,rejected,no
16086.0,20,other,general,arunachal pradesh,arts,cet,84,86.62,0,0.322,rejected,no
16087.0,20,other,obc,himachal pradesh,architecture,cet,115,99.39,6,0.545,admitted,yes
16088.0,18,other,st,tamil nadu,agriculture,cet,136,85.73,7,0.478,rejected,no
16089.0,18,female,st,uttar pradesh,arts,none,0,72.5,5,0.254,rejected,no
16090.0,20,male,general,tamil nadu,agriculture,cet,12,64.45,7,0.24,rejected,no
16091.0,20,other,obc,tripura,nursing,cet,33,58.7,2,0.121,rejected,no
16092.0,17,female,ews,tamil nadu,medical,neet,355,57.24,4,0.364,admitted,no
16093.0,19,female,ews,nagaland,science,none,0,57.58,0,0.055,rejected,no
16094.0,19,female,general,chhattisgarh,architecture,cet,97,78.39,6,0.38,rejected,no
16095.0,17,male,st,sikkim,commerce,none,0,75.56,4,0.258,admitted,no
16096.0,20,female,st,uttar pradesh,medical,neet,509,91.75,1,0.664,admitted,yes
16097.0,18,female,general,madhya pradesh,computer applications,none,0,71.29,3,0.209,rejected,no
16098.0,19,other,obc,nagaland,agriculture,cet,116,66.68,1,0.217,admitted,no
16099.0,18,female,general,jharkhand,science,cet,119,50.61,6,0.193,admitted,no
16100.0,19,other,st,meghalaya,science,none,0,61.68,8,0.23,rejected,no
16101.0,20,other,ews,andhra pradesh,computer applications,none,0,95.09,9,0.49,admitted,yes
16102.0,18,male,general,odisha,engineering,cet,132,58.05,7,0.274,rejected,no
16103.0,18,male,obc,maharashtra,engineering,cet,27,57.43,6,0.181,admitted,no
16104.0,20,female,sc,punjab,management,cet,99,74.37,3,0.298,rejected,no
16105.0,20,other,general,jharkhand,science,none,0,72.99,10,0.348,rejected,no
16106.0,20,female,obc,karnataka,architecture,none,0,60.42,9,0.239,admitted,yes
16107.0,20,male,obc,bihar,arts,none,0,61.69,2,0.121,rejected,no
16108.0,19,female,general,meghalaya,arts,none,0,93.63,2,0.353,rejected,no
16109.0,20,other,st,telangana,nursing,cet,85,97.99,9,0.569,rejected,no
16110.0,20,male,st,meghalaya,architecture,cet,139,62.73,3,0.24,rejected,no
16111.0,17,female,general,telangana,commerce,none,0,57.78,0,0.056,rejected,no
16112.0,19,female,general,andhra pradesh,computer applications,cet,106,51.74,5,0.174,admitted,no
