student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility,Unique_ID,performance_tier
14641.0,17,male,sc,rajasthan,science,none,0,73.09,9,0.331,rejected,no,14641,Average (60-75%)
14642.0,17,other,obc,jharkhand,management,none,0,94.42,2,0.358,rejected,no,14642,Elite (90%+)
14643.0,19,female,general,telangana,medical,neet,429,87.14,1,0.576,admitted,yes,14643,High (75-90%)
14644.0,17,male,general,jharkhand,engineering,jee,49,81.26,2,0.296,rejected,no,14644,High (75-90%)
14645.0,18,female,st,meghalaya,law,none,0,94.4,3,0.376,rejected,no,14645,Elite (90%+)
14646.0,18,male,sc,gujarat,computer applications,none,0,93.74,0,0.317,rejected,no,14646,Elite (90%+)
14647.0,20,female,sc,sikkim,agriculture,none,0,97.23,9,0.506,rejected,no,14647,Elite (90%+)
14648.0,20,other,general,assam,arts,cet,113,56.8,6,0.234,rejected,no,14648,Below Average (<60%)
14649.0,20,other,sc,uttar pradesh,engineering,cet,97,75.09,9,0.41,admitted,yes,14649,High (75-90%)
14650.0,19,male,general,madhya pradesh,pharmacy,cet,161,85.51,10,0.547,rejected,no,14650,High (75-90%)
14651.0,19,male,obc,tamil nadu,computer applications,none,0,73.7,0,0.172,rejected,no,14651,Average (60-75%)
14652.0,18,female,ews,madhya pradesh,engineering,cet,49,87.3,3,0.358,rejected,no,14652,High (75-90%)
14653.0,17,male,sc,bihar,law,cet,7,71.64,0,0.161,rejected,no,14653,Average (60-75%)
14654.0,20,other,general,assam,medical,neet,487,56.33,4,0.446,rejected,no,14654,Below Average (<60%)
14655.0,18,male,sc,tamil nadu,law,none,0,76.34,5,0.282,admitted,no,14655,High (75-90%)
14656.0,18,male,general,meghalaya,computer applications,none,0,53.05,2,0.058,rejected,no,14656,Below Average (<60%)
14657.0,17,male,general,bihar,pharmacy,cet,46,91.72,3,0.388,rejected,no,14657,Elite (90%+)
14658.0,18,female,st,jharkhand,pharmacy,none,0,52.5,10,0.199,rejected,no,14658,Below Average (<60%)
14659.0,19,other,st,manipur,science,none,0,96.44,10,0.518,admitted,yes,14659,Elite (90%+)
14660.0,18,other,obc,kerala,computer applications,none,0,60.69,10,0.259,admitted,yes,14660,Average (60-75%)
14661.0,19,other,st,arunachal pradesh,computer applications,none,0,82.58,10,0.418,rejected,no,14661,High (75-90%)
14662.0,17,female,general,maharashtra,medical,neet,257,92.03,5,0.569,rejected,no,14662,Elite (90%+)
14663.0,17,male,sc,chhattisgarh,management,none,0,95.08,9,0.49,rejected,no,14663,Elite (90%+)
14664.0,20,other,sc,himachal pradesh,commerce,cet,137,73.48,1,0.28,admitted,no,14664,Average (60-75%)
14665.0,18,other,general,nagaland,nursing,none,0,54.04,9,0.192,admitted,yes,14665,Below Average (<60%)
14666.0,18,female,st,nagaland,agriculture,cet,70,79.93,8,0.409,admitted,yes,14666,High (75-90%)
14667.0,18,other,sc,assam,computer applications,none,0,76.86,5,0.285,admitted,no,14667,High (75-90%)
14668.0,19,male,sc,maharashtra,architecture,cet,43,57.98,7,0.214,admitted,no,14668,Below Average (<60%)
14669.0,19,female,st,gujarat,arts,cet,5,62.79,9,0.259,rejected,no,14669,Average (60-75%)
14670.0,18,other,st,kerala,management,none,0,92.73,1,0.328,rejected,no,14670,Elite (90%+)
14671.0,20,female,sc,rajasthan,architecture,cet,38,76.84,1,0.238,admitted,no,14671,High (75-90%)
14672.0,20,other,ews,karnataka,science,cet,2,69.86,10,0.327,admitted,yes,14672,Average (60-75%)
14673.0,17,other,general,meghalaya,pharmacy,cet,190,88.96,3,0.465,rejected,no,14673,High (75-90%)
14674.0,19,other,st,andhra pradesh,pharmacy,none,0,81.67,10,0.411,rejected,no,14674,High (75-90%)
14675.0,20,male,obc,madhya pradesh,nursing,cet,62,63.27,1,0.156,rejected,no,14675,Average (60-75%)
14676.0,18,female,sc,rajasthan,management,none,0,81.12,0,0.226,admitted,no,14676,High (75-90%)
14677.0,17,female,st,mizoram,agriculture,none,0,68.23,6,0.241,rejected,no,14677,Average (60-75%)
14678.0,17,female,ews,uttar pradesh,science,cet,186,89.25,0,0.41,rejected,no,14678,High (75-90%)
14679.0,19,other,sc,rajasthan,architecture,cet,75,78.69,7,0.385,rejected,no,14679,High (75-90%)
14680.0,20,male,general,bihar,commerce,none,0,51.0,9,0.17,rejected,no,14680,Below Average (<60%)
14681.0,17,male,ews,arunachal pradesh,science,cet,93,64.38,1,0.185,rejected,no,14681,Average (60-75%)
14682.0,19,male,sc,haryana,engineering,cet,24,85.97,2,0.313,rejected,no,14682,High (75-90%)
14683.0,18,other,general,sikkim,pharmacy,cet,20,66.26,4,0.204,rejected,no,14683,Average (60-75%)
14684.0,18,other,general,tamil nadu,nursing,none,0,60.94,5,0.17,admitted,no,14684,Average (60-75%)
14685.0,19,male,general,odisha,architecture,none,0,90.01,7,0.417,rejected,no,14685,Elite (90%+)
14686.0,20,other,obc,odisha,agriculture,cet,46,98.94,5,0.477,rejected,no,14686,Elite (90%+)
14687.0,17,male,obc,nagaland,management,none,0,52.59,7,0.145,rejected,no,14687,Below Average (<60%)
14688.0,17,female,ews,himachal pradesh,medical,neet,565,55.5,2,0.456,admitted,no,14688,Below Average (<60%)
14689.0,18,male,ews,nagaland,management,cet,190,58.06,0,0.186,rejected,no,14689,Below Average (<60%)
14690.0,18,other,general,mizoram,computer applications,cet,156,55.45,5,0.235,rejected,no,14690,Below Average (<60%)
14691.0,19,other,obc,assam,computer applications,none,0,56.97,7,0.177,rejected,no,14691,Below Average (<60%)
14692.0,19,female,obc,telangana,pharmacy,none,0,50.67,2,0.04199,rejected,no,14692,Below Average (<60%)
14693.0,17,other,sc,punjab,pharmacy,cet,59,62.86,5,0.223,rejected,no,14693,Average (60-75%)
14694.0,18,other,general,goa,nursing,none,0,65.01,10,0.29,rejected,no,14694,Average (60-75%)
14695.0,19,male,obc,haryana,nursing,cet,71,73.14,4,0.288,rejected,no,14695,Average (60-75%)
14696.0,18,female,sc,nagaland,pharmacy,none,0,62.37,0,0.089,rejected,no,14696,Average (60-75%)
14697.0,19,male,sc,gujarat,computer applications,cet,48,64.66,8,0.284,rejected,no,14697,Average (60-75%)
14698.0,18,other,ews,sikkim,science,cet,151,52.78,7,0.248,admitted,no,14698,Below Average (<60%)
14699.0,18,female,ews,madhya pradesh,architecture,cet,169,95.88,7,0.574,admitted,yes,14699,Elite (90%+)
14700.0,17,other,obc,assam,agriculture,cet,17,55.84,10,0.235,rejected,no,14700,Below Average (<60%)
14701.0,17,female,ews,nagaland,agriculture,cet,28,61.25,8,0.245,rejected,no,14701,Average (60-75%)
14702.0,17,female,ews,tripura,nursing,cet,91,63.21,5,0.248,admitted,no,14702,Average (60-75%)
14703.0,19,male,obc,himachal pradesh,medical,neet,634,92.43,3,0.7310099999999984,rejected,no,14703,Elite (90%+)
14704.0,17,other,sc,tripura,pharmacy,cet,9,73.34,9,0.338,rejected,no,14704,Average (60-75%)
14705.0,19,male,st,odisha,pharmacy,none,0,66.98,3,0.177,rejected,no,14705,Average (60-75%)
14706.0,20,female,ews,punjab,arts,none,0,65.59,9,0.276,admitted,yes,14706,Average (60-75%)
14707.0,19,female,st,jharkhand,engineering,jee,76,75.78,8,0.383,admitted,yes,14707,High (75-90%)
14708.0,19,other,ews,maharashtra,computer applications,cet,176,55.18,1,0.174,admitted,no,14708,Below Average (<60%)
14709.0,17,female,st,goa,computer applications,none,0,95.93,3,0.388,rejected,no,14709,Elite (90%+)
14710.0,18,male,general,meghalaya,medical,neet,340,69.92,1,0.391,rejected,no,14710,Average (60-75%)
14711.0,20,male,obc,tamil nadu,arts,none,0,67.73,8,0.274,rejected,no,14711,Average (60-75%)
14712.0,18,male,ews,mizoram,agriculture,none,0,82.2,4,0.306,rejected,no,14712,High (75-90%)
14713.0,20,female,sc,tamil nadu,commerce,none,0,61.82,1,0.104,rejected,no,14713,Average (60-75%)
14714.0,19,other,general,chhattisgarh,agriculture,cet,69,80.2,4,0.338,admitted,no,14714,High (75-90%)
14715.0,18,other,obc,meghalaya,engineering,jee,247,89.14,10,0.632,admitted,yes,14715,High (75-90%)
14716.0,17,other,sc,haryana,commerce,none,0,86.68,10,0.447,admitted,yes,14716,High (75-90%)
14717.0,17,other,sc,manipur,agriculture,none,0,74.58,5,0.269,admitted,no,14717,Average (60-75%)
14718.0,18,other,general,assam,engineering,cet,33,68.05,5,0.244,rejected,no,14718,Average (60-75%)
14719.0,18,other,obc,jharkhand,pharmacy,cet,34,79.47,7,0.363,admitted,no,14719,High (75-90%)
14720.0,19,male,obc,jharkhand,engineering,cet,29,87.83,8,0.439,rejected,no,14720,High (75-90%)
14721.0,19,male,obc,maharashtra,science,cet,166,63.89,9,0.376,rejected,no,14721,Average (60-75%)
14722.0,18,male,ews,punjab,nursing,cet,21,56.66,0,0.062,rejected,no,14722,Below Average (<60%)
14723.0,19,male,general,manipur,law,none,0,82.67,5,0.328,rejected,no,14723,High (75-90%)
14724.0,20,female,st,telangana,computer applications,none,0,58.38,8,0.206,rejected,no,14724,Below Average (<60%)
14725.0,19,female,obc,haryana,agriculture,cet,129,68.41,0,0.22,rejected,no,14725,Average (60-75%)
14726.0,20,other,sc,jharkhand,arts,none,0,60.14,9,0.237,admitted,yes,14726,Average (60-75%)
14727.0,18,female,obc,madhya pradesh,management,none,0,72.88,9,0.329,admitted,yes,14727,Average (60-75%)
14728.0,20,other,ews,mizoram,agriculture,cet,21,80.47,4,0.308,rejected,no,14728,High (75-90%)
14729.0,18,female,ews,tamil nadu,law,none,0,72.03,5,0.25,rejected,no,14729,Average (60-75%)
14730.0,17,other,obc,meghalaya,agriculture,cet,140,56.64,5,0.233,rejected,no,14730,Below Average (<60%)
14731.0,17,other,general,tripura,engineering,jee,142,52.74,0,0.115,rejected,no,14731,Below Average (<60%)
14732.0,17,female,general,madhya pradesh,agriculture,cet,53,63.04,5,0.221,rejected,no,14732,Average (60-75%)
14733.0,20,other,st,maharashtra,arts,none,0,60.36,8,0.22,admitted,yes,14733,Average (60-75%)
14734.0,17,other,ews,odisha,pharmacy,cet,34,87.64,2,0.332,admitted,yes,14734,High (75-90%)
14735.0,20,male,general,bihar,science,none,0,64.3,1,0.122,rejected,no,14735,Average (60-75%)
14736.0,20,male,general,bihar,computer applications,none,0,67.98,4,0.203,admitted,no,14736,Average (60-75%)
14737.0,18,male,sc,himachal pradesh,commerce,none,0,69.71,0,0.143,rejected,no,14737,Average (60-75%)
14738.0,20,other,ews,arunachal pradesh,engineering,jee,203,85.13,5,0.482,admitted,yes,14738,High (75-90%)
14739.0,20,female,st,karnataka,medical,neet,549,74.45,7,0.674,admitted,no,14739,Average (60-75%)
14740.0,20,female,general,jharkhand,medical,neet,418,60.0,2,0.39,rejected,no,14740,Average (60-75%)
14741.0,18,male,ews,mizoram,architecture,none,0,58.9,6,0.173,rejected,no,14741,Below Average (<60%)
14742.0,18,female,obc,uttar pradesh,architecture,cet,101,65.62,10,0.362,rejected,no,14742,Average (60-75%)
14743.0,17,female,obc,manipur,science,cet,100,71.48,0,0.223,rejected,no,14743,Average (60-75%)
14744.0,20,female,obc,tripura,medical,neet,627,68.23,3,0.609,rejected,no,14744,Average (60-75%)
14745.0,20,male,st,meghalaya,science,cet,75,79.36,6,0.372,admitted,no,14745,High (75-90%)
14746.0,19,other,obc,mizoram,engineering,cet,164,85.93,5,0.462,admitted,yes,14746,High (75-90%)
14747.0,17,female,st,sikkim,commerce,none,0,87.53,0,0.272,rejected,no,14747,High (75-90%)
14748.0,20,male,obc,meghalaya,medical,neet,81,69.83,1,0.216,admitted,no,14748,Average (60-75%)
14749.0,18,male,general,uttar pradesh,science,cet,147,72.94,6,0.374,admitted,no,14749,Average (60-75%)
14750.0,19,male,general,mizoram,law,none,0,97.63,10,0.527,rejected,no,14750,Elite (90%+)
14751.0,19,male,sc,himachal pradesh,commerce,none,0,81.03,2,0.261,rejected,no,14751,High (75-90%)
14752.0,17,other,general,kerala,law,none,0,80.11,8,0.363,rejected,no,14752,High (75-90%)
14753.0,17,other,sc,mizoram,science,none,0,78.99,6,0.319,rejected,no,14753,High (75-90%)
14754.0,17,other,st,haryana,nursing,none,0,52.68,0,0.04199,rejected,no,14754,Below Average (<60%)
14755.0,20,male,sc,punjab,engineering,jee,286,55.07,3,0.283,rejected,no,14755,Below Average (<60%)
14756.0,20,female,sc,andhra pradesh,law,none,0,63.81,5,0.191,rejected,no,14756,Average (60-75%)
14757.0,18,male,general,odisha,science,none,0,91.66,3,0.357,admitted,yes,14757,Elite (90%+)
14758.0,18,male,general,andhra pradesh,pharmacy,none,0,72.99,4,0.239,rejected,no,14758,Average (60-75%)
14759.0,18,female,general,chhattisgarh,law,none,0,83.71,9,0.408,rejected,no,14759,High (75-90%)
14760.0,18,female,general,uttar pradesh,computer applications,none,0,58.59,8,0.207,admitted,yes,14760,Below Average (<60%)
14761.0,19,other,sc,sikkim,management,none,0,74.44,3,0.231,admitted,no,14761,Average (60-75%)
14762.0,18,male,obc,punjab,computer applications,none,0,90.85,1,0.314,rejected,no,14762,Elite (90%+)
14763.0,19,other,st,tripura,law,none,0,98.23,8,0.495,rejected,no,14763,Elite (90%+)
14764.0,18,male,obc,nagaland,commerce,none,0,51.82,2,0.049,rejected,no,14764,Below Average (<60%)
14765.0,19,male,obc,assam,architecture,cet,34,66.94,5,0.236,admitted,no,14765,Average (60-75%)
14766.0,20,male,sc,sikkim,management,none,0,65.44,8,0.257,rejected,no,14766,Average (60-75%)
14767.0,17,male,obc,gujarat,science,cet,40,71.49,2,0.219,rejected,no,14767,Average (60-75%)
14768.0,17,female,general,meghalaya,agriculture,cet,92,87.93,1,0.355,rejected,no,14768,High (75-90%)
14769.0,19,male,general,telangana,law,none,0,52.64,2,0.055,admitted,no,14769,Below Average (<60%)
14770.0,17,male,ews,nagaland,computer applications,none,0,96.66,8,0.484,admitted,yes,14770,Elite (90%+)
14771.0,17,female,general,andhra pradesh,engineering,jee,183,92.71,9,0.596,rejected,no,14771,Elite (90%+)
14772.0,20,male,obc,rajasthan,commerce,none,0,53.62,9,0.189,rejected,no,14772,Below Average (<60%)
14773.0,18,other,sc,rajasthan,arts,cet,183,66.85,2,0.281,admitted,no,14773,Average (60-75%)
14774.0,19,male,sc,bihar,management,none,0,75.37,3,0.238,rejected,no,14774,High (75-90%)
14775.0,20,other,st,tripura,science,cet,97,78.61,7,0.4,admitted,no,14775,High (75-90%)
14776.0,17,female,st,chhattisgarh,management,none,0,82.06,8,0.378,admitted,yes,14776,High (75-90%)
14777.0,18,other,st,arunachal pradesh,computer applications,none,0,75.15,0,0.182,rejected,no,14777,High (75-90%)
14778.0,17,male,obc,manipur,science,none,0,89.85,2,0.325,rejected,no,14778,High (75-90%)
14779.0,18,male,ews,nagaland,nursing,cet,152,97.13,9,0.607,admitted,yes,14779,Elite (90%+)
14780.0,17,male,general,assam,management,cet,75,69.98,6,0.304,rejected,no,14780,Average (60-75%)
14781.0,20,male,obc,chhattisgarh,pharmacy,cet,108,78.52,9,0.443,rejected,no,14781,High (75-90%)
14782.0,18,female,obc,nagaland,medical,neet,160,93.31,1,0.44,admitted,yes,14782,Elite (90%+)
14783.0,17,female,obc,assam,pharmacy,none,0,89.56,4,0.359,rejected,no,14783,High (75-90%)
14784.0,17,other,sc,sikkim,commerce,none,0,63.03,4,0.167,admitted,no,14784,Average (60-75%)
14785.0,17,other,general,haryana,arts,none,0,51.74,6,0.121,rejected,no,14785,Below Average (<60%)
14786.0,17,other,ews,sikkim,engineering,jee,164,81.25,1,0.355,rejected,no,14786,High (75-90%)
14787.0,17,female,general,punjab,computer applications,none,0,70.6,7,0.276,rejected,no,14787,Average (60-75%)
14788.0,19,female,obc,himachal pradesh,medical,neet,634,51.04,8,0.586,rejected,no,14788,Below Average (<60%)
14789.0,20,other,sc,rajasthan,pharmacy,cet,69,50.7,5,0.142,rejected,no,14789,Below Average (<60%)
14790.0,20,other,ews,goa,medical,neet,623,95.39,6,0.7310099999999984,admitted,yes,14790,Elite (90%+)
14791.0,20,female,sc,madhya pradesh,commerce,cet,169,54.55,0,0.146,rejected,no,14791,Below Average (<60%)
14792.0,20,other,sc,tripura,nursing,none,0,90.9,0,0.297,rejected,no,14792,Elite (90%+)
14793.0,18,male,obc,telangana,science,none,0,87.02,6,0.377,rejected,no,14793,High (75-90%)
14794.0,18,other,st,telangana,medical,neet,440,78.23,9,0.664,admitted,yes,14794,High (75-90%)
14795.0,19,other,sc,bihar,nursing,cet,180,89.96,1,0.429,rejected,no,14795,High (75-90%)
14796.0,18,female,general,himachal pradesh,engineering,cet,168,80.84,7,0.464,admitted,no,14796,High (75-90%)
14797.0,19,female,sc,arunachal pradesh,nursing,none,0,76.25,3,0.245,rejected,no,14797,High (75-90%)
14798.0,20,male,ews,telangana,computer applications,none,0,52.93,0,0.04199,rejected,no,14798,Below Average (<60%)
14799.0,17,female,ews,rajasthan,arts,cet,136,57.33,5,0.235,admitted,no,14799,Below Average (<60%)
14800.0,20,male,obc,tamil nadu,architecture,cet,184,85.25,9,0.543,admitted,yes,14800,High (75-90%)
14801.0,20,other,st,assam,architecture,cet,199,84.44,4,0.456,rejected,no,14801,High (75-90%)
14802.0,19,male,obc,himachal pradesh,architecture,none,0,84.18,3,0.302,rejected,no,14802,High (75-90%)
14803.0,18,male,st,odisha,science,none,0,84.35,9,0.412,admitted,yes,14803,High (75-90%)
14804.0,18,female,sc,jharkhand,agriculture,none,0,78.01,0,0.203,rejected,no,14804,High (75-90%)
14805.0,17,other,obc,haryana,law,none,0,85.28,6,0.365,rejected,no,14805,High (75-90%)
14806.0,18,other,ews,tripura,architecture,none,0,73.43,1,0.188,rejected,no,14806,Average (60-75%)
14807.0,19,female,obc,maharashtra,management,none,0,70.44,0,0.148,rejected,no,14807,Average (60-75%)
14808.0,19,male,obc,punjab,management,cet,63,51.81,10,0.237,rejected,no,14808,Below Average (<60%)
14809.0,17,other,ews,rajasthan,law,cet,156,88.0,7,0.508,admitted,yes,14809,High (75-90%)
14810.0,19,female,obc,mizoram,law,cet,93,68.56,6,0.306,rejected,no,14810,Average (60-75%)
14811.0,20,female,general,punjab,pharmacy,cet,164,94.78,4,0.508,rejected,no,14811,Elite (90%+)
14812.0,17,other,ews,tripura,pharmacy,none,0,66.78,10,0.303,rejected,no,14812,Average (60-75%)
14813.0,17,female,sc,madhya pradesh,computer applications,none,0,75.32,10,0.365,rejected,no,14813,High (75-90%)
14814.0,20,female,ews,tamil nadu,computer applications,none,0,91.0,10,0.479,rejected,no,14814,Elite (90%+)
14815.0,19,other,general,arunachal pradesh,architecture,none,0,96.4,10,0.518,rejected,no,14815,Elite (90%+)
14816.0,19,male,st,arunachal pradesh,arts,none,0,91.75,2,0.339,admitted,yes,14816,Elite (90%+)
14817.0,20,other,general,karnataka,law,none,0,89.78,10,0.47,admitted,yes,14817,High (75-90%)
14818.0,19,other,sc,madhya pradesh,engineering,cet,29,61.99,2,0.142,admitted,no,14818,Average (60-75%)
14819.0,19,female,obc,himachal pradesh,commerce,cet,100,52.97,0,0.088,rejected,no,14819,Below Average (<60%)
14820.0,17,female,sc,telangana,law,cet,114,66.6,7,0.324,rejected,no,14820,Average (60-75%)
14821.0,20,male,obc,andhra pradesh,architecture,cet,94,60.36,5,0.229,rejected,no,14821,Average (60-75%)
14822.0,20,male,ews,assam,arts,cet,188,91.4,4,0.499,admitted,yes,14822,Elite (90%+)
14823.0,18,other,st,mizoram,engineering,jee,109,98.59,6,0.535,rejected,no,14823,Elite (90%+)
14824.0,19,female,general,arunachal pradesh,science,none,0,53.63,1,0.044,rejected,no,14824,Below Average (<60%)
14825.0,19,other,sc,goa,science,none,0,85.43,2,0.293,rejected,no,14825,High (75-90%)
14826.0,17,male,st,tamil nadu,management,none,0,85.82,3,0.314,rejected,no,14826,High (75-90%)
14827.0,17,male,sc,sikkim,agriculture,none,0,53.39,0,0.04199,rejected,no,14827,Below Average (<60%)
14828.0,19,other,st,rajasthan,computer applications,none,0,87.13,0,0.269,rejected,no,14828,High (75-90%)
14829.0,19,female,sc,himachal pradesh,law,cet,120,99.21,3,0.492,rejected,no,14829,Elite (90%+)
14830.0,19,male,ews,chhattisgarh,medical,neet,352,62.1,3,0.379,rejected,no,14830,Average (60-75%)
14831.0,18,male,st,himachal pradesh,agriculture,cet,102,71.99,7,0.355,rejected,no,14831,Average (60-75%)
14832.0,20,other,sc,chhattisgarh,law,none,0,64.81,3,0.162,rejected,no,14832,Average (60-75%)
14833.0,18,male,ews,gujarat,computer applications,none,0,86.91,0,0.268,rejected,no,14833,High (75-90%)
14834.0,17,male,obc,sikkim,commerce,none,0,84.49,1,0.268,rejected,no,14834,High (75-90%)
14835.0,17,male,st,gujarat,commerce,none,0,73.88,6,0.282,admitted,no,14835,Average (60-75%)
14836.0,20,other,st,goa,pharmacy,cet,119,68.93,6,0.326,rejected,no,14836,Average (60-75%)
14837.0,19,female,obc,gujarat,management,none,0,90.54,6,0.403,rejected,no,14837,Elite (90%+)
14838.0,18,male,ews,bihar,medical,neet,407,55.12,2,0.347,admitted,no,14838,Below Average (<60%)
14839.0,17,other,obc,tamil nadu,arts,cet,108,95.21,0,0.401,admitted,yes,14839,Elite (90%+)
14840.0,17,other,ews,telangana,nursing,cet,185,70.72,9,0.438,rejected,no,14840,Average (60-75%)
14841.0,17,other,general,goa,architecture,cet,40,78.61,5,0.325,admitted,no,14841,High (75-90%)
14842.0,17,male,obc,rajasthan,engineering,jee,41,79.79,10,0.425,admitted,yes,14842,High (75-90%)
14843.0,19,male,obc,haryana,architecture,none,0,90.21,10,0.473,admitted,yes,14843,Elite (90%+)
14844.0,17,other,obc,karnataka,computer applications,cet,87,56.39,2,0.141,rejected,no,14844,Below Average (<60%)
14845.0,17,other,sc,uttar pradesh,agriculture,cet,168,59.65,0,0.183,rejected,no,14845,Below Average (<60%)
14846.0,18,other,st,mizoram,science,none,0,76.11,10,0.371,rejected,no,14846,High (75-90%)
14847.0,19,female,sc,sikkim,science,none,0,83.02,7,0.366,rejected,no,14847,High (75-90%)
14848.0,18,female,sc,kerala,computer applications,cet,99,58.26,2,0.162,rejected,no,14848,Below Average (<60%)
14849.0,17,male,general,mizoram,agriculture,cet,72,63.43,10,0.327,rejected,no,14849,Average (60-75%)
14850.0,19,male,general,haryana,commerce,none,0,67.04,1,0.141,rejected,no,14850,Average (60-75%)
14851.0,18,male,obc,punjab,medical,neet,389,90.0,0,0.552,rejected,no,14851,Elite (90%+)
14852.0,17,female,general,uttar pradesh,computer applications,cet,191,69.17,5,0.358,rejected,no,14852,Average (60-75%)
14853.0,19,female,general,chhattisgarh,computer applications,cet,11,96.65,2,0.382,admitted,yes,14853,Elite (90%+)
14854.0,20,female,general,manipur,agriculture,cet,124,66.39,2,0.238,rejected,no,14854,Average (60-75%)
14855.0,19,female,obc,gujarat,management,none,0,56.98,8,0.195,rejected,no,14855,Below Average (<60%)
14856.0,17,female,general,mizoram,nursing,cet,145,55.04,4,0.206,rejected,no,14856,Below Average (<60%)
14857.0,18,other,general,kerala,computer applications,none,0,85.14,1,0.273,rejected,no,14857,High (75-90%)
14858.0,19,female,obc,karnataka,agriculture,none,0,84.55,2,0.287,rejected,no,14858,High (75-90%)
14859.0,20,other,obc,karnataka,computer applications,cet,74,86.18,5,0.403,rejected,no,14859,High (75-90%)
14860.0,20,other,ews,maharashtra,law,cet,193,69.5,7,0.398,admitted,no,14860,Average (60-75%)
14861.0,20,female,st,goa,medical,neet,403,68.37,7,0.531,rejected,no,14861,Average (60-75%)
14862.0,20,other,st,haryana,law,none,0,50.44,10,0.183,rejected,no,14862,Below Average (<60%)
14863.0,19,male,st,arunachal pradesh,commerce,cet,37,68.59,2,0.196,rejected,no,14863,Average (60-75%)
14864.0,19,female,general,kerala,nursing,cet,85,53.69,9,0.247,rejected,no,14864,Below Average (<60%)
14865.0,19,male,sc,meghalaya,arts,none,0,79.41,10,0.395,rejected,no,14865,High (75-90%)
14866.0,19,male,st,mizoram,agriculture,cet,173,53.84,8,0.289,rejected,no,14866,Below Average (<60%)
14867.0,19,male,ews,goa,arts,none,0,94.24,6,0.43,rejected,no,14867,Elite (90%+)
14868.0,17,male,sc,sikkim,law,none,0,76.21,7,0.317,rejected,no,14868,High (75-90%)
14869.0,20,female,obc,karnataka,management,none,0,91.24,3,0.353,rejected,no,14869,Elite (90%+)
14870.0,17,other,st,rajasthan,arts,none,0,79.02,9,0.374,rejected,no,14870,High (75-90%)
14871.0,18,other,general,sikkim,management,none,0,80.73,8,0.368,rejected,no,14871,High (75-90%)
14872.0,18,other,ews,andhra pradesh,medical,neet,630,87.95,2,0.7310099999999984,rejected,no,14872,High (75-90%)
14873.0,20,male,obc,arunachal pradesh,architecture,cet,40,55.34,3,0.12,rejected,no,14873,Below Average (<60%)
14874.0,17,female,general,maharashtra,arts,cet,70,56.93,7,0.224,admitted,no,14874,Below Average (<60%)
14875.0,18,female,obc,sikkim,science,none,0,95.42,6,0.438,rejected,no,14875,Elite (90%+)
14876.0,18,male,ews,jharkhand,law,none,0,57.54,2,0.091,admitted,no,14876,Below Average (<60%)
14877.0,17,male,sc,meghalaya,medical,neet,38,96.56,6,0.472,admitted,yes,14877,Elite (90%+)
14878.0,17,female,general,meghalaya,computer applications,none,0,55.48,8,0.185,admitted,yes,14878,Below Average (<60%)
14879.0,18,other,obc,punjab,agriculture,cet,21,81.6,2,0.279,rejected,no,14879,High (75-90%)
14880.0,20,female,st,tamil nadu,commerce,none,0,90.49,9,0.457,rejected,no,14880,Elite (90%+)
14881.0,18,female,general,manipur,arts,none,0,86.67,3,0.32,rejected,no,14881,High (75-90%)
14882.0,20,other,ews,rajasthan,commerce,cet,148,89.11,4,0.456,admitted,yes,14882,High (75-90%)
14883.0,19,female,st,meghalaya,agriculture,cet,106,68.13,4,0.275,rejected,no,14883,Average (60-75%)
14884.0,20,other,st,himachal pradesh,engineering,cet,172,96.21,3,0.505,admitted,yes,14884,Elite (90%+)
14885.0,20,other,st,manipur,medical,neet,10,76.76,3,0.255,rejected,no,14885,High (75-90%)
14886.0,19,male,general,punjab,engineering,jee,253,60.01,8,0.388,rejected,no,14886,Average (60-75%)
14887.0,19,female,ews,telangana,architecture,none,0,95.33,5,0.419,admitted,yes,14887,Elite (90%+)
14888.0,17,female,obc,assam,computer applications,none,0,91.69,6,0.411,rejected,no,14888,Elite (90%+)
14889.0,19,male,general,himachal pradesh,management,cet,126,80.92,9,0.472,rejected,no,14889,High (75-90%)
14890.0,17,male,general,bihar,medical,neet,63,70.87,9,0.357,rejected,no,14890,Average (60-75%)
14891.0,19,female,general,chhattisgarh,arts,cet,132,91.51,8,0.535,admitted,yes,14891,Elite (90%+)
14892.0,19,female,general,goa,nursing,none,0,89.07,4,0.356,rejected,no,14892,High (75-90%)
14893.0,20,female,ews,telangana,computer applications,none,0,76.23,3,0.244,admitted,no,14893,High (75-90%)
14894.0,19,other,general,karnataka,engineering,jee,2,62.22,2,0.126,rejected,no,14894,Average (60-75%)
14895.0,18,other,st,telangana,medical,neet,634,86.21,9,0.7310099999999984,admitted,yes,14895,High (75-90%)
14896.0,18,male,general,maharashtra,computer applications,cet,177,91.54,5,0.511,admitted,yes,14896,Elite (90%+)
14897.0,19,male,ews,andhra pradesh,architecture,cet,65,59.09,1,0.127,admitted,no,14897,Below Average (<60%)
14898.0,18,female,sc,karnataka,medical,neet,185,56.94,7,0.302,admitted,no,14898,Below Average (<60%)
14899.0,18,female,sc,odisha,science,none,0,88.18,7,0.404,rejected,no,14899,High (75-90%)
14900.0,18,other,general,mizoram,architecture,cet,9,93.07,7,0.445,admitted,yes,14900,Elite (90%+)
